name,state,city,address,lattitude,longitude,type
EESL Thirumangalam Metro,Tamil Nadu,Chennai,Tirumangalam Metro station,13.08,80.2016,16.0
EESL Chelmsford Club,Delhi,Delhi,"Outside Chelmsford Club/ Opposite CSIR Building, Rafi Marg, Sansad Marg Area, New Delhi 110001",28.61,77.21256986,16.0
EESL Chelmsford Club,Delhi,Delhi,"Outside Chelmsford Club/ Opposite CSIR Building, Rafi Marg, Sansad Marg Area, New Delhi 110001",28.61,77.21256986,16.0
u00a0EESL Sushma Swaraj Bhawan,Delhi,Delhi,"Susma swaraj Bhawan, MEA, New Delhi",28.59,77.18055556,16.0
EESL Delhi Haat,Delhi,Delhi,"NMDC Parking, Dilli Haat, West Kidwai Nagar, New Delhi 110023",28.57,77.208662,16.0
EESL Chelmsford Club,Delhi,Delhi,"Back of Hotel Claridges Near NDMC Power Sub nStation, Tees January Marg, nDr. APJ Abdul Kalam Road, New Delhi- 110003",28.61,77.21256986,16.0
EESL Chelmsford Club,Delhi,Delhi,"Outside Chelmsford Club/ Opposite CSIR Building, Rafi Marg, Sansad Marg Area, New Delhi 110001",28.61,77.21256986,16.0
EESL Legislative Assembly Goa,Goa,Goa,"GDA, Goa",15.51,73.83722222,16.0
ANERT-EESL Ernakulam Kerala,Kerala,Kochi,"KTDC Tourist Reception Centre Shanmugham road, Ernakulam, Marine drive, Kochi Kerala-682031",9.977,76.27777,16.0
HAREDA EESL Panchkula,Haryana,Panchkula,"HAREDA, Akshay Urja Bhawan , Institutional plot No.1 Sector-17 Panchkula , 134109 Haryana",30.69,76.834874,16.0
ANERT-EESL AUTOKAST Kerala,Kerala,Perunnermangalam,"AUTOKAST premises, South East End adjacent to NH 66, Mararikulam North Village, Perunnermangalam, Muriyil.",9.636,76.3352,16.0
ANERT-EESL Sangamukham Kerala,Kerala,Thiruvanthapuram,"Sanghumukham DTPC office, Shanghumukham beach, thiruvananthapuram,Kerala- 605007",8.481,76.912456,16.0
ANERT-EESL Thycaud Kerala,Kerala,Thiruvanthapuram,"State Council For Child Welfare, CV Raman Pillai Rd, Near Kerala, Housing Board, Thycaud, Thiruvananthapuram, Kerala 695014",8.492,76.9572956,16.0
KSEB NEMOM,Kerala,THIRUVANANTHAPURAM,NEYYATTINKARA,8.46,77.00402472,16.0
KSEBL OLAI,Kerala,THIRUVANANTHAPURAM,"NH 66, T D Nagar, Olayil, High School Jun, Kollam, Kerala 691009",8.892,76.57878733,16.0
KSEBL PALARIVATTOM,Kerala,THIRUVANANTHAPURAM,"Palarivattom - Edappally Rd, Sonia Nagar, Palarivattom, Ernakulam, Kerala 682565",10.0,76.3050448,16.0
KSEBL VIYYUR,Kerala,THIRUVANANTHAPURAM,"H668+2VH, Padukad, Keltron Nagar, Kolazhy, Thrissur, Kerala 680010",10.56,76.2172408,16.0
KSEBL NALLALAM,Kerala,THIRUVANANTHAPURAM,"Modern Bazar, Nallalam, Kozhikode, Kerala 673018",11.2,75.80848587,16.0
KSEBL CHOVVA,Kerala,THIRUVANANTHAPURAM,"Kannur - Kuthuparamba Rd, Elayavoor, Kerala 670331",11.86,75.40316573,16.0
MG AHMEDABAD MAKARBA,Gujarat,AHMEDABAD,"PLOT NO 2,GROUND FLOOR,SURVEY NO 841/1 AND 2,10,SIGNATURE 1 ,NEAR OLD RAILWAY LINE,SG HIGHWAY,MAKARBA,GUJARAT 3850051 AHMEDABAD",22.99,72.498226,20.0
MG BENGALURU,Karnataka,ELECTRONIC CITY,"195/6/2,WARD NO 192,BHARATENA AGRAHARA,LAVA KUSHA NAGAR,HOSUR ROAD,KARNATAKA 560100 BENGALURU",12.86,77.657853,20.0
MG GURGAON SECTOR 15,Haryana,GURUGRAM,"32,MILESTONE,EXPERION CENTER,SECTOR 1,NH-8,HARYANA 122001 GURUGRAM",28.46,77.048472,20.0
IOC MADINAGUDA,Telangana,Hyderabad,"SURVEY NO 98 MIYAPUR MAIN ROAD,MADINAGUDA HAFEEZPET,TELENGANA 500050 HYDERABAD",17.49,78.336467,20.0
HMR MADHAPUR,Telangana,Hyderabad,"PLOT NO 735 ROAD NO 37 AND 38LEFT LANE AFTER CROMA,CBI COLONY JUBLI HILLS,HYDERABAD.TELENGANA 500033",17.43,78.40003,20.0
MG HYDERABAD JUBILEE HILLS,Telangana,Hyderabad,"8-2-120/86, 10A, opposite Hotel park hyatt, Rd no2, Banjara hills, hyderabad, 500033",17.52,78.430328,20.0
HMR BEGUMPET,Telangana,Hyderabad,"7-1-22/A Begumpet flyover, Leelanagar, Ameerpet, Telanagana 500016",17.43,78.457263,20.0
IOC BEGUMPET,Telangana,Hyderabad,"BEGUMPET,HYDERABAD,TELENGANA,INDIA,TELENGANA,500016,HYDERABAD",17.44,78.466949,20.0
MG MOHALI SECTOR 82,Punjab,MOHALI ,"MG MOHALI,PLOT NO 3,JANATA INDUSTRIAL ESTATE SECTOR 82,SAS NAGAR,MOHALI,PUNAB,PUNJAB,160082 MOHALI",30.66,76.731482,20.0
MG DELHI SHIVAJI MARG,Delhi,NEW DELHI,PLOT NO 13 SHIVAJI MARG DELHI 110015 NEW DELHI,28.66,77.152242,20.0
MG DELHI LAJPAT NAGAR,Delhi,NEW DELHI,"A-14, Ring Road, Lajpat nagar, Delhi 110024",28.56,77.236743,20.0
McDonalds,Maharashtra,Kolhapur,"Shop No 1C, Hissa No 1, Plot No 1/K1, next to Klin Fuel Technology, Sarnobatwadi Kolhapur Maharashtra 416004",16.68,74.2703805,21.0
Hotel Marigold,Telangana,Hyderabad,"Ameerpet Rd, Leela Nagar, Begumpet, Hyderabad, Telangana 500016",17.43,78.4522943,21.0
BSES RAPID CHARGING ZONE,Delhi,Patparkang,"Narwana,Patparkang road,I-P Extension",28.62,77.293556,14.0
Relux Experience Centre (ABS e-auto & Charger),Tamil Nadu,Chennai,"NO: 16/8, PRV Towers, GST Road, Guindy, Chennai, Tamil Nadu - 600 032",13.0,80.20730884,19.0
Hotel Aishwarya Bhavan (Safa Electric),Tamil Nadu,Villupuram,"Chennai - Trichy Highway, Tindivanam, Tamil Nadu - 604001",12.24,79.66228159,19.0
RR Charging Station (RR Charging Station),Tamil Nadu,Ambur,"No: 19,IELC Complex, MC Road, Ambur, Tamil Nadu - 635802",12.77,78.71776971,19.0
Sihla Energy Sihla Energy,Kerala,Malappuram,"Thrissur-Kunnakulam SH 69, Valayankulam, Kerala - 679591",10.73,76.04854399,19.0
Hotel Sangeetha (Duriyam Charging Station),Tamil Nadu,Namakkal,"NH 44, Namakkal - Karur Tollgate, Tamil Nadu - 637207",11.19,78.10483415,19.0
Hotel Temple City Lake (Inn KSN Charging Station),Tamil Nadu,Madurai,"Trichy - Madurai Highway, Valaichcherippatti, Tamil Nadu - 625104",9.987,78.24154444,19.0
Alps Residency - A Bergamont Group of Hotel-,Tamil Nadu,Krishnagiri,"Bangalore Bye Pass Road Near Toll Plaza, Krishnagiri, Tamil Nadu-635001",12.54,78.20153274,19.0
Sri Durga Bhavan Elite (Devika Yogaraajan Charging Station),Tamil Nadu,Vellore,"Near HP Petrol Pump, Pallikonda, Tamil Nadu, 635809",12.9,78.93386744,19.0
AIMA Charging Station ,Kerala,Palakkad,"Naduvattam, Kringanad Rd, VIlayur ",10.88,76.189595,19.0
Bhimas Residency Hotel ,Andhra Pradesh,Tirupati,"19-3-41 Renigunta Road, near Ramanuja Circle",13.62,79.43056383,19.0
RMS Towers (Ero_G Electric Charging Station),Tamil Nadu,Erode,"NH544, Kovai to Salem Road, Solipalayam, ",11.3,77.60004376,19.0
Hotel JAS,Andhra Pradesh,Visakhapatnam,"NH45 Kagitha Village Near Vempadu Toll Gate Nakkapalli, Mandalam, Visakhapatnam",17.39,82.68113802,19.0
Unger India pvt India,Haryana,GURUGRAM,"71, Udyog Vihar Phase 1, Udyog Vihar, Sector 19, Gurugram, Haryana 122016",28.49,77.08356,13.0
Paschim Vidyut Vitaran Pologround,Madhya Pradesh,UJJAIN,"GPH Compound, Polo Ground, Indore, Madhya Pradesh 452003",23.24,75.78122,13.0
ADYAR ANANDA BHAVAN,Tamil Nadu,ATTUR,"NH9,Thulakanoor Village,Salem District,Attur,TamilNadu",11.59,78.627219,11.0
SREE ANNAPOORNA HOTEL,Tamil Nadu,AVINASHI,"NH544,AVINASHI BYE PASS ROAD,AVINASHI,TAMILNADU 641654",11.17,77.263374,11.0
THE FORUM MALL,Karnataka,bengaluru,"B1-12,Parking,Hosur road,Koramangala,Bengaluru,Karnataka 560095",12.93,77.610918,11.0
Kanthari Restaurants & Banquets,Kerala,Changanassery,"Bypass Road, near AKM school, Changanassery, Kerala 686101",9.455,76.5425594,11.0
BROOKFIELDS MALL ,Tamil Nadu,COIMBATORE,"Dr Krishnasamy Mudaliyar Rd, Brookefields, Sukrawar Pettai, R S Puram West, Coimbatore, Tamil Nadu 641001",11.0,76.95954,11.0
HiLITE Mall,Kerala,Kozhikode,"G1003, NH 66, Kozhikode Bypass, Poovangal, Kozhikode, Kerala 673014",11.24,75.8335122,11.0
HOTEL SURYA COMPLEX,Tamil Nadu,KRISHNAGIRI,"NH44,Bangalore Highway,Pollupalli,Krishnagiri,TamilNadu 635115",12.58,78.157101,11.0
MALL OF MYSORE,Karnataka,MYSURU,"MG Road,Indira Nagar Extension,Nazarbad Mohalla,Mysuru,Karnataka 570010",12.29,76.664021,11.0
SHREE SARAVANA BHAVAN,Tamil Nadu,SANKAGIRI,"Near Sankagiri Toll Gate, NH-47 Salem-Kanyakumari Hwy, Vaikundam, Sankari, Tamil Nadu 637103",11.51,77.935042,11.0
Aswins Veg Restaurant,Tamil Nadu,Perambalur,"NH 45, Kalpady Road, Eraiyasamuthiram, Perambalur, Tamil Nadu 621113",11.2,78.8812406,11.0
Cafu00e9 Udupi Ruchi,Tamil Nadu,Ulundurpet,"102/19, Chennai Trichy NH Sengurichi, Village, Ulundurpet, Tamil Nadu 606115",11.71,79.3364597,11.0
Grand mall,Kerala,Kochi ,"Panvel - Kochi - Kanyakumari Hwy, Toll Junction, Edappally, Kochi, Kerala 682024",10.02,76.3088679,11.0
Hotel Kodai International,Tamil Nadu,Kodaikanal,"17/328, Laws Ghat Rd, Kodaikanal, Tamil Nadu 624101",10.24,77.4983634,11.0
Hotel Kadamba ,Karnataka,bengaluru,"Hotel Kadamba Veg, 272/2, Nice Road Junction, Bangalore, SH17, Bengaluru, Karnataka 560060",12.9,77.468995,11.0
Annapoorna Cafe,Kerala,Angamali,"69FG+56H, Karukutty, Kerala 683572",10.22,76.3755255,11.0
D square Mall,Tamil Nadu,Shoolagiri,"Dhiviyam Square Food Court, NH - 7 Hosur - Krishnagiri Highway, Sundagiri, Shool, Tamil Nadu 635117",12.64,78.0470111,11.0
Hotel Devaragam,Kerala,Guruvayur,"Outer Ring Road, Opp Railway Station, East Nada, Guruvayur, Kerala 680101",10.59,76.0443322,11.0
Gokul Oottupura NH 47 Veetarian Restaurant,Kerala,Kochi ,"NH bypass, near Modern Lights, Padivattom, Edappally, Ernakulam, Kerala 682024",10.01,76.3123714,11.0
ADAYAR ANANDA BHAVAN,Tamil Nadu,THINDIVANAM,"Swastiks enterpreneurs,NH45,Chennai-Trichy highway,NallathurThindivanam,Tamilnadu 604307",12.29,79.73365,11.0
Adyar Ananda Bhavan I Navakkarai,Tamil Nadu,Walayar,"Adyar Ananda Bhavan Restaurant, 285, Palakkad Main Rd, MahendraMedu, Navakarai, Coimbatore, Tamil Nadu 641105",10.85,76.8625309,11.0
Adyar Ananda Bhavan I Rasipuram,Tamil Nadu,Rasipuram,"Adyar Ananda Bhavan Restaurant, NH44, Brindavan Garden, Salem-Madurai Rd, Athanur, Tamil Nadu 637401",11.49,78.1535774,11.0
Ganpat Grand I Palani,Tamil Nadu,Palani,"Circle, 167/1, Adivaram Itteri Road Near Balaji Bhavan, Palani, Tamil Nadu 624601",10.44,77.5203903,11.0
Aasai Aasai Anandha Bhavan | Omalur,Tamil Nadu,Omalur,"Aasai Aasai Anandha Bhavan Delight, A/C Pure Veg Restaurant, NH - 44, Bangalore, to, Salem Highway, Omalur, Tamil Nadu 636455",11.75,78.4273441,11.0
Hotel Temple City I Thirumangalam,Tamil Nadu,Thirumangalam,"Hotel Temple City, NH 44, Madurai to Virudhunagar Highways Melanesaneri Sivarakottaim, Madurai, Tamil Nadu 625706",9.759,77.9791582,11.0
Hotel Temple City I vadippatti,Tamil Nadu,Vadippatti,"Hotel Temple City, NH 44, Chellakulam, Thathampatti, Tamil Nadu 625020",10.08,77.9776792,11.0
Hotel Paakashala I Yediyur,Karnataka,Yediyur,"Paakashala @ Yediyur, Koppa Bangalore Mangalore Highway, NH75, Kunigal, Karnataka 572142",12.99,76.8816809,11.0
A S M ABDUL CADER AND CO,Tamil Nadu,CHENNAI,"A S M ABDUL CADER AND CO, DOOR NO 355 CEMENT ROAD, ALANDUR, MEENAMBAKKAM,CHENNAI, TAMIL NADU, 600016",12.99,80.18706,10.0
"BP,GHAR-MARAIMALAI NAGAR",Tamil Nadu,CHENGALPATTU,"BP,GHAR-MARAIMALAI NAGAR, SY NO 336/6 ( PART ), NH-45, GST RO, MARAIMALAI NAGAR, CHENGALPATTU, TAMILNADU, 603209",12.78,80.01671,10.0
SAKTHI MADUMALAR AGENCIES,Tamil Nadu,CHENGALPATTU,"SAKTHI MADHUMALAR AGENCIES, NH-45 CHENNAI-TRICHY HIGHWAY, MELMARUVATHUR, CHENGALPATTU, TAMIL NADU, 603319",12.43,79.83235,10.0
SRI VENNI AGENCIES,Tamil Nadu,VILLUPURAM,"Bharat Petroleum Dealers, SY NO 52/6B1 & 52/7A1, NH38, Chennai Trichy Highway, CHINNAVALAVANUR, VILLUPURAM, TN-604302",12.16,79.61146,10.0
RAVIE AGENCIES,Tamil Nadu,VILLUPURAM,"Bharat Petroleum Dealers, SY NO 148/1, NH38, Chennai Trichy Highway, V. SALAI, VIKRAVANDI, VILLUPURAM, TN-605652",12.06,79.54755,10.0
BP-ULUNDURPET,Tamil Nadu,KALLAKURICHI,"Bharat Petroleum Companyu00a0Owner retail outlet, Next to Ulundurpet Toll, NH38, CHENNAI-TRICHY HIGHWAY, SENGURICHI VILLAGE, KALLAKURICHI Dt, TN-606115",11.71,79.33575,10.0
BP-TRICHY,Tamil Nadu,TRICHY,"Bharat Petroleum Company owner retail outlet, S.No-489/5B, NH38, CHENNAI-TRICHY HIGHWAY, SANNAMANGALAM, Trichy, TN-621104",11.03,78.80801,10.0
KARTHIK AGENCIES,Tamil Nadu,TRICHY,"Bharat Petroleum Dealers, S.No-456/6, 5B, NH38, CHENNAI-TRICHY HIGHWAY, SIRUGANUR, LALGUDI TK, Trichy, TN-621105",11.0,78.78876,10.0
SRI RAJAN ENTERPRISES,Tamil Nadu,MADURAI,"Sri Rajan Enterprises, BPCL Dealers, Surakundu village, Melur - Madurai road, NH 38, Melur, Madurai 625106",10.02,78.31352,10.0
BP-OTHAKKADAI,Tamil Nadu,MADURAI,"BP Othakadai, BPCL Retail Outlet, Kodikulam Village, Madurai - Melur NH 38, Madurai 625104",9.944,78.15418,10.0
GJ | Ahmedabad | Abhinav Girls Hostel Bodakdev,Gujarat,Ahmedabad,"Bodakdev, Ahmedabad, Gujarat 380054",23.05,72.5001,24.0
Hotel Bliss | Tirupati,Andhra Pradesh,Tirupathi,"Hotel Bliss, 19-3-45, Near Ramanuja Circle, Renigunta Rd, Tirupati, Andhra Pradesh 517501",13.62,79.4322333,11.0
Bhimas Residency Hotel ,Andhra Pradesh,Tirupati,"19-3-41 Renigunta Road, near Ramanuja Circle",13.62,79.43056383,19.0
"Jayalakshmi Auto, Gudavalli",Andhra Pradesh,Vijayawada,"Jayalakshmi Auto Enterprises Pvt Ltd, Survey no 3/142 , Gudavalli Junction, Vijayawada rural, Krishna District ,521104",16.51,80.7497565,7.0
"Garuda Food Court, Komirepalle",Andhra Pradesh,Komirepalle,"NH 16 Gundugolanu, Komirepalle, Andhra Pradesh 534427",16.77,81.221054,7.0
"Shiv Shanker Motors, Gajuwaka",Andhra Pradesh,Vizag,"Sobha Square, Vishwaswaraya Nagar, Gajuwaka, Vishakhapatanam-530012",17.68,83.185923,7.0
"Shiv Shanker Motors, Kancharpalem",Andhra Pradesh,Vizag,"C 24, Industrail Estate, Kancharapalem, Vishakhapatnam u00e2u0080u0093 530010",17.73,83.26258,7.0
"Croma u00e2u0080u0093 MVR Complex, Waltair Uplands",Andhra Pradesh,Vizag,"Ground & First floor, MVR # 10-1-39/B&C, Siripuram Cir, opp. Rock Park, Waltair Uplands, Visakhapatnam, Andhra Pradesh 530003",17.72,83.315175,7.0
"IOCL - NAVABHARAGAVA FILLING STATION, Vijayawada - Hyderabad Hwy",Andhra Pradesh,Vijayawada,"Vijayawada - Hyderabad Hwy, Ibrahimpatnam, Andhra Pradesh 521456",16.58,80.5263493,7.0
"Highway Grand World, Chennai-Tirupati Highway NH 716",Andhra Pradesh,Tirupati,"Chennai - Thiruttani - Renigunta Hwy, NH716 - Veerakaverirajupuram, Andhra Pradesh, Nagari, Andhra Pradesh 517590",13.29,79.58170947,7.0
"Hotel Sapthagiri Holiday Resorts,Tirupati u00e2u0080u0093 Bangalore  Highway",Andhra Pradesh,Chittoor,"NH140, Tirupati u00e2u0080u0093 Bangalore  Highway, Sy No: 1201&1189, B G Mittor Village, Tanepalli, Puthalapattu Mandal, Chittoor, Andhra Pradesh - 517127",13.37,79.09210293,7.0
"Hotel Sapthagiri Holiday Resorts,Tirupati u00e2u0080u0093 Bangalore  Highway",Andhra Pradesh,Gadanki,"NH140, Gadanki, Andhra Pradesh - 517112",13.47,79.1897903,7.0
"IOCL Sree Devi Prasad Services, Naamavaram",Andhra Pradesh,Naamavaram,"Naamavaram, Andhra Pradesh 531126",17.37,82.5862594,7.0
"Nandi Food Plaza, Nalagam palli",Andhra Pradesh,Chittoor,"NH 69 - 174 Nalagampalli Chittoor-Bangalore Highway Close to Bangarupalem, Village, Nalagam palli, Andhra Pradesh 517416",13.2,78.9415658,7.0
"River Bay Resorts, Gautami Ghat",Andhra Pradesh,Rajahmundry,"Hotel River Bay Resort, 5-1-36 to 43 Gautami Ghat, Rajahmundry-533101",16.99,81.7735774,7.0
"IOCL - KOORAPATI SERVICE STATION, Tirupati",Andhra Pradesh,Tirupati,"TIRUPATI URBAN AND MANDAL Air bye-pass road. Tirupati, Chittoor-517502",13.62,79.3828146,7.0
"IOCL - Sai Krupa Filling Station, SH 26",Andhra Pradesh,Anantapur,"SH 26, Vajrakarur to Guntakal Road SURVEY No.401-AIu00e2u0080u008b, Anantapur Dist. ANDHRA PRADESH,515722",15.14,77.3774561,7.0
"Sasya Auto Cars, Bellari X Roads - NH 44",Andhra Pradesh,Kurnool,"Renault Showroom, 45/142-70-5-B, NH44 Near APSP 2nd Battallion, Bellari X Roads, Kurnool, Andhra Pradesh 518003",15.83,78.0179892,7.0
"Sasya Automotives, Near EENADU Office - NH 44",Andhra Pradesh,Kurnool,"Isuzu Showroom, Survey No-131-1 & 133-1A NH44 Near EENADU Office, Kurnool, Andhra Pradesh 518003",15.84,78.0045003,7.0
"PNR Function Hall, Chennai-Ballary Highway",Andhra Pradesh,Proddatur,"D No 7/3109 Sy No 622, Beside IOCL petrol pump, Korrapadu Road, Andhrakesari Nagar, Proddatur Municipality, Andhra Pradesh 516360 ",14.75,78.5550768,7.0
IOCL - TIRUMALA AGENCIES,Andhra Pradesh,Peddapuram,"Sy No 164, Peddapuram Bye-Pass Village/Mandal, East Godavari-533437",17.07,82.1217314,7.0
Hotel JAS,Andhra Pradesh ,Visakhapatnam,"NH45 Kagitha Village Near Vempadu Toll Gate Nakkapalli, Mandalam, Visakhapatnam",17.39,82.68113802,19.0
"Utkarsh Mototech, Assam Trunk Rd",Assam,Guwahati,"Kamakhya Gate, Swastik Ayodhya Complex, Assam Trunk Rd, Guwahati, Assam 781009",26.16,91.715516,7.0
"Pragati Trading, NH 37",Assam,Jorhat,"NH37, Jorhat, Assam 785006",26.74,94.1680718,7.0
"Ashutosh Motors, Lokhra",Assam,Guwahati,"NH-37, Chariali, Lokhra, Guwahati, Assam 781028",26.11,91.746149,7.0
"Ashutosh Motors, near NHPC Godown",Assam,Nagaon,"Biroh Bebejia Sensowa, near NHPC Godown, Nagaon, Assam 782002",26.31,92.6401864,7.0
"Sarawgi Motors, Saukuchi",Assam,Guwahati,"Sarusajai Stadium Garalia NH 37, Basistha, Saukuchi, near National Games Stadium, Assam 781040",26.11,91.759799,7.0
"Shankar Motors, Prem Nagar",Bihar,Bhagalpur,"Ground Floor, Sabour Rd, near Engineering College, Prem Nagar, Bhagalpur, Bihar 812002",25.25,87.0450289,7.0
"Bahubali Motors, Transport Nagar",Chattisgarh,Raipur,"Mumbai - Kolkata Hwy, Beside M.P Dhaba, Transport Nagar, Tatibandh, Raipur, Chhattisgarh 492099",21.25,81.5594445,7.0
"Jagdalpur Motors, Geedam Road",chattisgarh,Jagdalpur,"Geedam Rd, Pandripan, Chhattisgarh 492099",19.06,81.9635956,7.0
"Goyal Coal Sizing, Pendridih",chattisgarh,Bilaspur,"Village: Sara Pendridih Seepat, Bilaspur By-Pass, Chhattisgarh 495330",22.01,82.0487988,7.0
"Prince Guest House & Restaurant, Transport Nagar",Chattisgarh,Raipur,"In front of Parking No 6 Transport Nagar, Rawa bata, Raipur, Chhattisgarh 492003",21.31,81.6372966,7.0
"BHASIN VENTURES, Telibandha",Chattisgarh,Raipur,"NH-6, NEAR CHOKRA NALA, Labhandi Rd, opp. M.S. PETROL PUMP P.O, Ravigram, Telibandha, Raipur, Chhattisgarh 492006",21.23,81.6896148,7.0
"Sairam Automobiles, Krishna Nagar",Chattisgarh,Bhilai,"Sairam auto G. E Road, Krishna Nagar, Supela, Bhilai, Chhattisgarh 490023",21.21,81.401487,7.0
"Live Box Hyphen, Sahastradhara Road",Uttarakhand,Dehradun,"LivBox Dehradun, Plot No-13,14&15, IT PARK, Sahastradhara Road, Dehradun uttrakhand 248001 ",30.36,78.0853527,7.0
BSES RAPID CHARGING ZONE,Delhi NCR,Patparkang,"Narwana,Patparkang road,I-P Extension",28.62,77.293556,14.0
MG DELHI SHIVAJI MARG,Delhi NCR,NEW DELHI,PLOT NO 13 SHIVAJI MARG DELHI 110015 NEW DELHI,28.66,77.152242,20.0
MG DELHI LAJPAT NAGAR,Delhi NCR,NEW DELHI,"A-14, Ring Road, Lajpat nagar, Delhi 110024",28.56,77.236743,20.0
EESL Chelmsford Club,Delhi NCR,Delhi,"Outside Chelmsford Club/ Opposite CSIR Building, Rafi Marg, Sansad Marg Area, New Delhi 110001",28.61,77.21256986,8.0
EESL Chelmsford Club,Delhi NCR,Delhi,"Outside Chelmsford Club/ Opposite CSIR Building, Rafi Marg, Sansad Marg Area, New Delhi 110001",28.61,77.21256986,8.0
u00c2u00a0EESL Sushma Swaraj Bhawan,Delhi NCR,Delhi,"Susma swaraj Bhawan, MEA, New Delhi",28.59,77.18055556,8.0
EESL Delhi Haat,Delhi NCR,Delhi,"NMDC Parking, Dilli Haat, West Kidwai Nagar, New Delhi 110023",28.57,77.208662,8.0
EESL Chelmsford Club,Delhi NCR,Delhi,"Back of Hotel Claridges Near NDMC Power Sub nStation, Tees January Marg, nDr. APJ Abdul Kalam Road, New Delhi- 110003",28.61,77.21256986,8.0
EESL Chelmsford Club,Delhi NCR,Delhi,"Outside Chelmsford Club/ Opposite CSIR Building, Rafi Marg, Sansad Marg Area, New Delhi 110001",28.61,77.21256986,8.0
"GO AUTO/ Treo Tata, Safdargunj",Delhi NCR,Delhi,"A-2/14, Safdarjung Enclave, , Delhi, Delhi - 110029",28.56,77.18891,7.0
"Autovikas, Motinagar",Delhi NCR,Delhi,"Block B, No. 57, Rama Rd, Moti Nagar, Block B, Najafgarh Road Industrial Area, New Delhi, Delhi 110015",28.66,77.1536,7.0
"Westside, Lajpat Nagar",Delhi NCR,Delhi,"A-15, Alankar Cinema Building, Feroze Gandhi Marg, Lajpat Nagar III, New Delhi 110024",28.56,77.24112,7.0
"IOCL - WELCOME MOTORS, Saket",Delhi NCR,Delhi,SAKET DISST. CENTRE SAKET N.DELHI - 110017,28.52,77.2156347,7.0
"Malwa Automobiles, Rohini",Delhi NCR,Delhi,"Showroom, No. A1, 16, Prashant Vihar Sector 14 Rohini, New Delhi - 110085",28.7,77.135499,7.0
"IOCL - Nineteenth Hole Service Station, Dr Zakir Hussain Ro",Delhi NCR,Delhi,"DR. ZAKIR HUSSAIN ROAD NEAR GOLF COURSEN DELHI LOCK ID NO. I 343,110003",28.6,77.237904,7.0
"IOCL - Sabarwal Service Station, RK Puram",Delhi NCR,Delhi,"Tamil Sangam Marg, Sector 5, Rama Krishna Puram, New Delhi-110022",28.56,77.177461,7.0
"AIRIA MALL, Sec 68 Sohna Road",Delhi NCR,Gurgaon,"Sector 68, Sohna Road, Gurgaon 122018n",28.38,77.05228,7.0
"IOCL - Jai Sai Motors, Okhla Phase 1",Delhi NCR,Delhi,"Okhla Phase - 1, near Hotel Crown Plaza, New Delhi, Delhi 110020",28.52,77.273003,7.0
"IOCL - COCO, Jungpura",Delhi NCR,Delhi,"Lala Lajpat Rai Marg, Jangpura, Nizamuddin West, New Delhi- 110014",28.58,77.241353,7.0
"IOCL - Irwin Petrol Pump, Connaught Place",Delhi NCR,Delhi,"Baba Kharak Singh Marg, Connaught Place, Hanuman Road Area, Connaught Place, New Delhi, Delhi 110001",28.62,77.21262,7.0
"IOCL - RK Service Station, ChanakyaPuri",Delhi NCR,Delhi,"Vinay Marg, ChanakyaPuri, New Delhi - 110021",28.58,77.191319,7.0
"IOCL - Intimate Filling Station, Soami Nagar",Delhi NCR,Delhi,"Panchsheel Marg, Soami Nagar North, New Delhi- 110049",28.54,77.220429,7.0
"True North, Mayapuri",Delhi NCR,Delhi,"A1/1 Mayapuri, Industrial Area, Phase 1, New Delhi 110064",28.63,77.126961,7.0
"IOCL - COCO Niti Marg, Chanakyapuri",Delhi NCR,Delhi,"Niti Marg, ChanakyaPuri, New Delhi-110021",28.59,77.195806,7.0
"Sagar Motors, Dilshad Garden",Delhi NCR,Delhi,"No ZB/43 487 & ZB, 44 487, Dilshad Garden, New Delhi, Delhi 110095",28.67,77.31768,7.0
"Pacific Mall, Tagore Garden",Delhi NCR,Delhi,"Najafgarh Rd, Tagore Garden, Tilak Nagar, New Delhi, Delhi 110018",28.64,77.1058913,7.0
IOCL Risal Petro Delhi,Delhi NCR,Delhi,"Burari Rd, opposite Sta Tpt Authority, Laldora, Jharoda, Jharoda Majra Burari, New Delhi, Delhi 110084",28.73,77.1986248,7.0
IOCL Paul Motors Delhi,Delhi NCR,Delhi,"Main Road, Sat Guru Ram Singh Rd, MS Block, Block F, Mayapuri Industrial Area Phase II, Mayapuri, New Delhi, Delhi 110064",28.61,77.11398244,7.0
IOCL Bedi Saxena Delhi,Delhi NCR,Delhi,"B-88-5, 86-5, Sat Guru Ram Singh Rd, Block B, Mayapuri Industrial Area Phase I, Mayapuri, New Delhi, Delhi 110064",28.62,77.121841,7.0
AARGO CSC MINTO ROAD,Delhi NCR,NEW DELHI,"CSC NDMC CENTER MINTO ROAD OPPOSITE K BLOCK, NEW DELHI,NEW DELHI,110001",28.63,77.2213,22.0
"IOCL - Citi Fuels, Virender Nagar",Delhi NCR,Delhi,OPP.-VIRENDER NAGAR NEAR BHARATI COLLEGE NEW DELHI-110058,28.62,77.09547,7.0
"IOCL - Gay Service Station, Azadpur",Delhi NCR,Delhi,"Near Azadpur, New Delhi,110033",28.7,77.181109,7.0
"Pacific Mall,  Dwarka",Delhi NCR,Delhi,"Dwarka sector 21 metro station, PACIFIC MALL, Sector 22 Rd, Sector 21, Dwarka, New Delhi, Delhi 110077",28.55,77.056702,7.0
